,bnf_code,special_count,non_special_count,special_names,non_special_names
1157,0211000P0AAARAR,1,0,Tranexamic acid 300mg/5ml oral solution,
1158,0211000P0AAAUAU,1,0,Tranexamic acid 25mg/5ml oral solution,
1159,0211000P0AAAWAW,1,0,Tranexamic acid 350mg/5ml oral solution,
1160,0211000P0AAAXAX,1,0,Tranexamic acid 425mg/5ml oral solution,
1161,0211000P0AAAZAZ,1,0,Tranexamic acid 240mg/5ml oral solution,
1162,0211000P0AABABA,1,0,Tranexamic acid 225mg/5ml oral solution,
1163,0211000P0AABBBB,1,0,Tranexamic acid 500mg/5ml oral solution,
1164,0211000P0AABCBC,1,0,Tranexamic acid 500mg/5ml oral suspension,
1165,0211000P0AABDBD,1,0,Tranexamic acid 5% mouthwash,
1166,0211000P0AABEBE,1,0,Tranexamic acid 250mg/5ml oral suspension,
1167,0211000P0AABFBF,1,0,Tranexamic acid 150mg/5ml oral solution,
1168,0212000AAAAAEAE,1,0,Rosuvastatin 20mg/5ml oral suspension,
1169,0212000B0AAAFAF,1,0,Atorvastatin 20mg/5ml oral solution,
1170,0212000B0AAAGAG,2,0,"Atorvastatin 40mg/5ml oral solution, Atorvastatin 40mg/5ml oral suspension",
1171,0212000B0AAAHAH,1,0,Atorvastatin 10mg/5ml oral solution,
1172,0212000B0AAAIAI,1,0,Atorvastatin 80mg/5ml oral suspension,
1173,0212000B0AAAQAQ,1,0,Atorvastatin 20mg/5ml oral suspension,
1174,0212000B0AAARAR,1,0,Atorvastatin 10mg/5ml oral suspension,
1175,0212000D0AAACAC,1,0,Bezafibrate 200mg/5ml oral suspension,
1176,0212000F0AAAGAG,2,0,"Colestyramine 500mg/5ml oral suspension, Colestyramine 500mg/5ml oral solution",
1177,0212000K0AAACAC,1,0,Colestipol 1g tablets,
1178,0212000P0AAAGAG,1,0,Fenofibrate 160mg/5ml oral solution,
1179,0212000U0AAATAT,1,0,Nicotinic acid 50mg capsules,
1180,0212000U0AAAVAV,1,0,Nicotinic acid 500mg modified-release tablets,
1181,0212000U0AAAZAZ,1,0,Nicotinic acid 500mg oral powder sachets,
1182,0212000X0AAAHAH,2,0,"Pravastatin 40mg/5ml oral solution, Pravastatin 40mg/5ml oral suspension",
1183,0212000X0AAAKAK,2,0,"Pravastatin 5mg/5ml oral solution, Pravastatin 5mg/5ml oral suspension",
1184,0212000X0AAALAL,2,0,"Pravastatin 20mg/5ml oral solution, Pravastatin 20mg/5ml oral suspension",
1185,0212000X0AAAMAM,1,0,Pravastatin 5mg oral powder sachets,
1186,0212000Y0AAAFAF,1,0,Simvastatin 10mg/5ml oral suspension,
1187,0212000Y0AAAPAP,2,0,"Simvastatin 25mg/5ml oral solution, Simvastatin 25mg/5ml oral suspension",
1188,0301011V0AABABA,1,0,Terbutaline 7.5mg/15ml solution for infusion pre-filled syringes,
1189,0301012F0AAAUAU,1,0,Ephedrine 15mg/5ml oral suspension,
1190,0301012F0AAAVAV,1,0,Ephedrine 4mg/5ml oral solution,
1191,0301030B0AAAMAM,1,0,Aminophylline 360mg suppositories,
1192,0301030S0AAA3A3,1,0,Theophylline 300mg suppositories,
1193,0301030S0AAAGAG,2,0,"Theophylline 60mg/5ml oral solution, Theophylline 60mg/5ml oral suspension",
1194,0301030S0AAAHAH,2,0,"Theophylline 10mg/5ml oral solution, Theophylline 10mg/5ml oral suspension",
1195,0301030S0AABBBB,1,0,Theophylline 125mg/5ml oral suspension,
1196,0301030S0AABEBE,2,0,"Theophylline 250mg/5ml oral solution, Theophylline 250mg/5ml oral suspension",
1197,0301030S0AABFBF,2,0,"Theophylline 120mg/5ml oral solution, Theophylline 120mg/5ml oral suspension",
1198,0301030S0AABGBG,2,0,"Theophylline 175mg/5ml oral suspension, Theophylline 175mg/5ml oral solution",
1199,0301030S0AABHBH,1,0,Theophylline 5mg/5ml oral solution,
1200,0301030S0AABJBJ,1,0,Theophylline 75mg/5ml oral suspension,
1201,0301030S0AABKBK,1,0,Theophylline 50mg/5ml oral solution,
1202,0301030S0AABLBL,1,0,Theophylline 50mg/5ml oral suspension,
1203,0303010Q0AAAEAE,1,0,Sodium cromoglicate 20mg/2ml nebuliser liquid unit dose vials,
1204,0303020Z0AAABAB,1,0,Zafirlukast 20mg tablets,
1205,0304010AGAAADAD,1,0,Ketotifen 500micrograms/5ml oral solution,
1206,0304010AGAAAEAE,1,0,Ketotifen 250micrograms/5ml oral suspension,
1207,0304010E0AAADAD,2,0,"Fexofenadine 120mg/5ml oral solution, Fexofenadine 120mg/5ml oral suspension",
1208,0304010E0AAAEAE,1,0,Fexofenadine 180mg/5ml oral solution,
1209,0304010E0AAAFAF,1,0,Fexofenadine 125mg/5ml oral suspension,
1210,0304010E0AAAGAG,1,0,Fexofenadine 30mg/5ml oral suspension,
1211,0304010E0AAAHAH,1,0,Fexofenadine 180mg/5ml oral suspension,
1212,0304010F0AAAEAE,1,0,Brompheniramine 12mg capsules,
1213,0304010G0AAALAL,1,0,Chlorphenamine 50mg/5ml oral solution,
1214,0304010J0AAAEAE,1,0,Hydroxyzine 10mg/5ml oral solution,
1215,0304010J0AAAFAF,2,0,"Hydroxyzine 5mg/5ml oral solution, Hydroxyzine 5mg/5ml oral suspension",
1216,0304010J0AAAGAG,1,0,Hydroxyzine 20mg/5ml oral solution,
1217,0304010J0AAAHAH,1,0,Hydroxyzine 25mg/5ml oral solution,
1218,0304010J0AAAIAI,1,0,Hydroxyzine 2.5mg/5ml oral solution,
1219,0304010J0AAAJAJ,1,0,Hydroxyzine 15mg/5ml oral suspension,
1220,0304010J0AAALAL,1,0,Hydroxyzine 10mg/5ml oral suspension,
1221,0304010K0AAADAD,2,0,"Cyproheptadine 2mg/5ml oral solution, Cyproheptadine 2mg/5ml oral suspension",
1222,0304010K0AAAFAF,2,0,"Cyproheptadine 4mg/5ml oral solution, Cyproheptadine 4mg/5ml oral suspension",
1223,0304010W0AAAQAQ,2,0,"Promethazine 25mg/5ml oral suspension, Promethazine 25mg/5ml oral solution",
1224,0304010Y0AAAUAU,1,0,Alimemazine 15mg/5ml oral solution,
1225,0304010Y0AAAVAV,1,0,Alimemazine 5mg/5ml oral solution,
1226,0304010Y0AAAYAY,1,0,Alimemazine 10mg/5ml oral solution,
1227,0304010Y0AAAZAZ,1,0,Alimemazine 5mg/5ml oral suspension,
1228,0304010Y0AABABA,1,0,Alimemazine 1.5mg/5ml oral solution,
1229,0304030G0AAAAAA,1,0,Ephedrine 2% oromucosal spray,
1230,0307000C0AAAAAA,1,0,Acetylcysteine 200mg granules for oral solution sachets,
1231,0307000C0AAALAL,1,0,Acetylcysteine 100mg granules for oral solution sachets,
1232,0307000C0AAANAN,1,0,Acetylcysteine 100mg/5ml oral solution,
1233,0307000C0AAAPAP,1,0,Acetylcysteine 200mg tablets,
1234,0307000P0AAAAAA,1,0,Tyloxapol 0.125% solution,
1235,0309010L0AAAHAH,1,0,Dextromethorphan 30mg/5ml oral suspension,
1236,0309010L0AAAIAI,2,0,"Dextromethorphan 20mg/5ml oral suspension, Dextromethorphan 20mg/5ml oral solution",
1237,0309010L0AAALAL,2,0,"Dextromethorphan 40.5mg/5ml oral suspension, Dextromethorphan 40.5mg/5ml oral solution",
1238,0309010L0AAAMAM,1,0,Dextromethorphan 10mg/5ml oral suspension,
1239,0309010L0AAAXAX,1,0,Dextromethorphan 30mg/5ml oral solution,
1240,0309010N0AAAHAH,1,0,Diamorphine 2.5mg/5ml oral solution,
1241,0309010N0AAAIAI,1,0,Diamorphine 1.25mg/5ml oral solution,
1242,0309010N0AAAJAJ,1,0,Diamorphine 3mg/5ml oral solution,
1243,0309010N0AAAKAK,1,0,Diamorphine 2mg/5ml oral solution,
1244,0309020T0AAAFAF,1,0,Ipecacuanha 20mg tablets,
1245,0310000K0AAABAB,1,0,Phenylpropanolamine 50mg capsules,
1246,0310000K0AAAIAI,2,0,"Phenylpropanolamine 25mg/5ml oral suspension, Phenylpropanolamine 25mg/5ml oral solution",
1247,0401010ADAAASAS,1,0,Melatonin 500microgram tablets,
1248,0401010ADAAAUAU,1,0,Melatonin 4mg capsules,
1249,0401010ADAABGBG,1,0,Melatonin 4mg/5ml oral solution,
1250,0401010ADAABJBJ,1,0,Melatonin 8mg capsules,
1251,0401010ADAABMBM,1,0,Melatonin 20mg capsules,
1252,0401010ADAABTBT,2,0,"Melatonin 1mg/5ml oral solution, Melatonin 1mg/5ml oral suspension",
1253,0401010ADAABVBV,1,0,Melatonin 6mg capsules,
1254,0401010ADAABWBW,2,0,"Melatonin 6mg/5ml oral solution, Melatonin 6mg/5ml oral suspension",
1255,0401010ADAABYBY,1,0,Melatonin 2mg/5ml oral solution,
1256,0401010ADAABZBZ,1,0,Melatonin 2mg/5ml oral suspension,
1257,0401010ADAACACA,1,0,Melatonin 3mg/5ml oral solution,
1258,0401010ADAACBCB,1,0,Melatonin 3mg/5ml oral suspension,
1259,0401010ADAACCCC,1,0,Melatonin 3mg orodispersible tablets,
1260,0401010ADAACDCD,1,0,Melatonin 10mg/5ml oral solution,
1261,0401010ADAACECE,1,0,Melatonin 10mg/5ml oral suspension,
1262,0401010ADAACFCF,1,0,Melatonin 2.5mg/5ml oral solution,
1263,0401010ADAACGCG,1,0,Melatonin 2.5mg/5ml oral suspension,
1264,0401010ADAACHCH,1,0,Melatonin 2mg modified-release capsules,
1265,0401010ADAACICI,1,0,Melatonin 7.5mg capsules,
1266,0401010ADAACJCJ,1,0,Melatonin 7mg/5ml oral solution,
1267,0401010ADAACKCK,1,0,Melatonin 15mg/5ml oral suspension,
1268,0401010ADAACLCL,1,0,Melatonin 7mg/5ml oral suspension,
1269,0401010ADAACMCM,1,0,Melatonin 7mg capsules,
1270,0401010ADAACNCN,1,0,Melatonin 10mg tablets,
1271,0401010ADAACQCQ,1,0,Melatonin 6mg tablets,
1272,0401010ADAACRCR,1,0,Melatonin 2.5mg tablets,
1273,0401010ADAACSCS,1,0,Melatonin 8mg/5ml oral solution,
1274,0401010ADAACTCT,1,0,Melatonin 1mg/ml oral drops,
1275,0401010ADAACWCW,1,0,Melatonin 9mg capsules,
1276,0401010ADAACXCX,1,0,Melatonin 6mg modified-release capsules,
1277,0401010ADAADADA,1,0,Melatonin 5mg/5ml oral solution,
1278,0401010ADAADCDC,1,0,Melatonin 4mg/5ml oral suspension,
1279,0401010B0AAAJAJ,1,0,Chloral hydrate 250mg suppositories,
1280,0401010B0AAAQAQ,1,0,Chloral hydrate 500mg suppositories,
1281,0401010B0AAASAS,1,0,Chloral hydrate 300mg/5ml oral solution BP,
1282,0401010B0AAAUAU,1,0,Chloral hydrate 325mg/5ml oral solution BP,
1283,0401010B0AAAVAV,1,0,Chloral hydrate 5g/5ml oral solution BP,
1284,0401010B0AAAWAW,1,0,Chloral hydrate 145mg/5ml oral solution BP,
1285,0401010B0AAAXAX,1,0,Chloral hydrate 100mg suppositories,
1286,0401010B0AAAZAZ,1,0,Chloral hydrate 1.25g/5ml oral solution BP,
1287,0401010B0AABABA,1,0,Chloral hydrate 200mg suppositories,
1288,0401010B0AABDBD,1,0,Chloral hydrate 1.5g/5ml oral solution BP,
1289,0401010B0AABEBE,1,0,Chloral hydrate 250mg/5ml oral solution BP,
1290,0401010B0AABFBF,1,0,Chloral hydrate 100mg/5ml oral solution BP,
1291,0401010B0AABGBG,1,0,Chloral hydrate 200mg/5ml oral suspension,
1292,0401010B0AABIBI,1,0,Chloral hydrate 400mg/5ml oral solution BP,
1293,0401010B0AABJBJ,1,0,Chloral hydrate 1mg/5ml oral solution BP,
1294,0401010B0AABMBM,1,0,Chloral hydrate 40mg/5ml oral solution BP,
1295,0401010B0AABNBN,1,0,Chloral hydrate 70mg/5ml oral solution BP,
1296,0401010B0AABPBP,1,0,Chloral hydrate 600mg/5ml oral solution BP,
1297,0401010B0AABQBQ,1,0,Chloral hydrate 50mg/5ml oral solution BP,
1298,0401010B0AABWBW,1,0,Chloral hydrate 1g/5ml oral solution BP,
1299,0401010B0AABXBX,1,0,Chloral hydrate 200mg/5ml oral solution BP,
1300,0401010P0AAAEAE,1,0,Lormetazepam 2mg/5ml oral suspension,
1301,0401010P0AAAFAF,1,0,Lormetazepam 500micrograms/5ml oral suspension,
1302,0401010P0AAAGAG,1,0,Lormetazepam 1mg/5ml oral suspension,
1303,0401010P0AAAHAH,1,0,Lormetazepam 125micrograms/5ml oral suspension,
1304,0401010R0AAANAN,1,0,Nitrazepam 6mg/5ml oral suspension,
1305,0401010R0AAAQAQ,1,0,Nitrazepam 2.5mg/5ml oral suspension sugar free,
1306,0401010R0AAATAT,1,0,Nitrazepam 450micrograms/5ml oral suspension,
1307,0401010R0AAAUAU,1,0,Nitrazepam 10mg/5ml oral suspension,
1308,0401010R0AAAVAV,1,0,Nitrazepam 2mg/5ml oral suspension,
1309,0401010R0AAAWAW,1,0,Nitrazepam 4mg/5ml oral suspension,
1310,0401010R0AAAXAX,1,0,Nitrazepam 5mg/5ml oral suspension,
1311,0401010T0AABCBC,2,0,"Temazepam 14mg/5ml oral suspension, Temazepam 14mg/5ml oral solution",
1312,0401010Y0AAACAC,1,0,Zolpidem 5mg oral powder sachets,
1313,0401010Z0AAABAB,1,0,Zopiclone 5mg/5ml oral suspension,
1314,0401010Z0AAAGAG,1,0,Zopiclone 1.88mg/5ml oral suspension,
1315,0401010Z0AAAJAJ,1,0,Zopiclone 3.75mg/5ml oral solution,
1316,0401010Z0AAAKAK,1,0,Zopiclone 3.75mg/5ml oral suspension,
1317,0401010Z0AAALAL,1,0,Zopiclone 7.5mg/5ml oral suspension,
1318,0401010Z0AAAMAM,1,0,Zopiclone 7.5mg/5ml oral solution,
1319,0401020B0AAACAC,2,0,"Buspirone 5mg/5ml oral solution, Buspirone 5mg/5ml oral suspension",
1320,0401020E0AAASAS,2,0,"Chlordiazepoxide 4mg/5ml oral suspension, Chlordiazepoxide 4mg/5ml oral solution",
1321,0401020E0AAAUAU,1,0,Chlordiazepoxide 5mg/5ml oral suspension,
1322,0401020E0AAAVAV,2,0,"Chlordiazepoxide 10mg/5ml oral suspension, Chlordiazepoxide 10mg/5ml oral solution",
1323,0401020E0AAAYAY,2,0,"Chlordiazepoxide 2.5mg/5ml oral solution, Chlordiazepoxide 2.5mg/5ml oral suspension",
1324,0401020G0AAAAAA,1,0,Bromazepam 3mg tablets,
1325,0401020K0AABBBB,1,0,Diazepam 10mg suppositories,
1326,0401020K0AABKBK,1,0,Diazepam 1mg/5ml oral solution,
1327,0401020K0AABMBM,1,0,Diazepam 25mg/5ml oral solution,
1328,0401020K0AACBCB,1,0,Diazepam 2.5mg/5ml oral solution,
1329,0401020K0AACHCH,1,0,Diazepam 15mg/5ml oral solution,
1330,0401020K0AACKCK,1,0,Diazepam 10mg/5ml oral suspension,
1331,0401020K0AACLCL,1,0,Diazepam 2.5mg/5ml oral suspension,
1332,0401020P0AABHBH,2,0,"Lorazepam 250micrograms/5ml oral solution, Lorazepam 250micrograms/5ml oral suspension",
1333,0401020P0AABJBJ,2,0,"Lorazepam 5mg/5ml oral solution, Lorazepam 5mg/5ml oral suspension",
1334,0401020P0AABRBR,2,0,"Lorazepam 2mg/5ml oral solution, Lorazepam 2mg/5ml oral suspension",
1335,0401020P0AABSBS,2,0,"Lorazepam 400micrograms/5ml oral suspension, Lorazepam 400micrograms/5ml oral solution",
1336,0401020P0AABXBX,2,0,"Lorazepam 4mg/5ml oral suspension, Lorazepam 4mg/5ml oral solution",
1337,0401020P0AABZBZ,2,0,"Lorazepam 3.75mg/5ml oral suspension, Lorazepam 3.75mg/5ml oral solution",
1338,0401020P0AACACA,2,0,"Lorazepam 1.125mg/5ml oral suspension, Lorazepam 1.125mg/5ml oral solution",
1339,0401020P0AACDCD,1,0,Lorazepam 1mg/5ml oral solution,
1340,0401020P0AACECE,1,0,Lorazepam 1mg/5ml oral suspension,
1341,0401020P0AACFCF,1,0,Lorazepam 500micrograms/5ml oral solution,
1342,0401020P0AACGCG,1,0,Lorazepam 500micrograms/5ml oral suspension,
1343,0401020P0AACHCH,1,0,Lorazepam 2mg/1ml solution for injection ampoules,
1344,0401020R0AAAEAE,2,0,"Meprobamate 5mg/5ml oral suspension, Meprobamate 5mg/5ml oral solution",
1345,0401020T0AAAHAH,1,0,Oxazepam 2.5mg/5ml oral suspension,
1346,0401020T0AAAIAI,1,0,Oxazepam 12.5mg/5ml oral suspension,
1347,0401020T0AAAJAJ,1,0,Oxazepam 10mg/5ml oral suspension,
1348,0401020T0AAAKAK,1,0,Oxazepam 2mg/5ml oral suspension,
1349,0401030T0AAAAAA,1,0,Secobarbital sodium 50mg capsules,
1350,0401030T0AAABAB,1,0,Secobarbital sodium 100mg capsules,
1351,0401030T0AAACAC,1,0,Amobarbital 50mg / Secobarbital sodium 50mg capsules,
1352,0401030T0AAADAD,1,0,Secobarbital sodium 25mg capsules,
1353,040201030AAARAR,1,0,Risperidone 125micrograms/5ml oral solution,
1354,040201030AAASAS,1,0,Risperidone 250micrograms/5ml oral suspension,
1355,040201060AAAIAI,1,0,Olanzapine 2.5mg/5ml oral solution,
1356,040201060AAAJAJ,2,0,"Olanzapine 1.25mg/5ml oral solution, Olanzapine 1.25mg/5ml oral suspension",
1357,040201060AABABA,1,0,Olanzapine 2.5mg/5ml oral suspension,
1358,040201060AABBBB,1,0,Olanzapine 12.5mg/5ml oral suspension,
1359,040201060AABCBC,1,0,Olanzapine 15mg/5ml oral solution,
1360,040201060AABDBD,1,0,Olanzapine 6mg/5ml oral suspension,
1361,040201060AABEBE,1,0,Olanzapine 6.5mg/5ml oral suspension,
1362,040201060AABFBF,1,0,Olanzapine 5mg/5ml oral suspension,
1363,0402010A0AAACAC,2,0,"Amisulpride 50mg/5ml oral solution, Amisulpride 50mg/5ml oral suspension",
1364,0402010A0AAADAD,2,0,"Amisulpride 25mg/5ml oral solution, Amisulpride 25mg/5ml oral suspension",
1365,0402010A0AAAJAJ,2,0,"Amisulpride 12.5mg/5ml oral suspension, Amisulpride 12.5mg/5ml oral solution",
1366,0402010A0AAAMAM,1,0,Amisulpride 200mg/5ml oral solution,
1367,0402010ABAAAEAE,2,0,"Quetiapine 125mg/5ml oral suspension, Quetiapine 125mg/5ml oral solution",
1368,0402010ABAAAHAH,1,0,Quetiapine 25mg/5ml oral solution,
1369,0402010ABAAAIAI,1,0,Quetiapine 12.5mg/5ml oral solution,
1370,0402010ABAAAJAJ,2,0,"Quetiapine 150mg/5ml oral suspension, Quetiapine 150mg/5ml oral solution",
1371,0402010ABAAALAL,1,0,Quetiapine 50mg/5ml oral solution,
1372,0402010ABAAAMAM,2,0,"Quetiapine 100mg/5ml oral solution, Quetiapine 100mg/5ml oral suspension",
1373,0402010ABAAANAN,1,0,Quetiapine 50mg oral powder sachets,
1374,0402010ABAAAPAP,1,0,Quetiapine 100mg oral powder sachets,
1375,0402010ABAAAQAQ,1,0,Quetiapine 25mg oral powder sachets,
1376,0402010ABAAARAR,1,0,Quetiapine 200mg/5ml oral suspension,
1377,0402010ABAAATAT,2,0,"Quetiapine 400mg/5ml oral solution, Quetiapine 400mg/5ml oral suspension",
1378,0402010ABAAAUAU,2,0,"Quetiapine 75mg/5ml oral solution, Quetiapine 75mg/5ml oral suspension",
1379,0402010ABAAAZAZ,2,0,"Quetiapine 6.25mg/5ml oral suspension, Quetiapine 6.25mg/5ml oral solution",
1380,0402010ABAABBBB,1,0,Quetiapine 12.5mg/5ml oral suspension,
1381,0402010ABAABDBD,1,0,Quetiapine 25mg/5ml oral suspension,
1382,0402010ABAABEBE,1,0,Quetiapine 50mg/5ml oral suspension,
1383,0402010ADAAAJAJ,1,0,Aripiprazole 7.5mg/ml oral solution,
1384,0402010AGAAADAD,1,0,Ziprasidone 20mg capsules,
1385,0402010B0AAABAB,1,0,Benperidol 250micrograms/5ml oral suspension,
1386,0402010B0AAACAC,1,0,Benperidol 500micrograms/5ml oral suspension,
1387,0402010C0AAAFAF,2,0,"Clozapine 100mg/5ml oral solution, Clozapine 100mg/5ml oral suspension",
1388,0402010D0AAA2A2,1,0,Chlorpromazine 100mg/5ml oral suspension,
1389,0402010D0AAA3A3,2,0,"Chlorpromazine 50mg/5ml oral solution, Chlorpromazine 50mg/5ml oral suspension",
1390,0402010D0AAA6A6,2,0,"Chlorpromazine 10mg/5ml oral solution, Chlorpromazine 10mg/5ml oral suspension",
1391,0402010D0AAARAR,1,0,Chlorpromazine 100mg suppositories,
1392,0402010D0AAASAS,1,0,Chlorpromazine 25mg suppositories,
1393,0402010D0AABABA,2,0,"Chlorpromazine 1.5mg/5ml oral suspension, Chlorpromazine 1.5mg/5ml oral solution",
1394,0402010D0AABBBB,2,0,"Chlorpromazine 12.5mg/5ml oral suspension, Chlorpromazine 12.5mg/5ml oral solution",
1395,0402010D0AABDBD,1,0,Chlorpromazine 10mg capsules,
1396,0402010G0AAADAD,1,0,Droperidol 1mg capsules,
1397,0402010G0AAAEAE,1,0,Droperidol 500microgram capsules,
1398,0402010G0AAAKAK,2,0,"Droperidol 5mg/5ml oral suspension, Droperidol 5mg/5ml oral solution",
1399,0402010I0AAABAB,1,0,Fluphenazine 1mg tablets,
1400,0402010J0AAA4A4,2,0,"Haloperidol 5mg/5ml oral suspension, Haloperidol 5mg/5ml oral solution",
1401,0402010J0AAA5A5,2,0,"Haloperidol 250micrograms/5ml oral suspension, Haloperidol 250micrograms/5ml oral solution",
1402,0402010J0AAA6A6,2,0,"Haloperidol 2mg/5ml oral solution, Haloperidol 2mg/5ml oral suspension",
1403,0402010J0AAA7A7,2,0,"Haloperidol 1mg/5ml oral solution, Haloperidol 1mg/5ml oral suspension",
1404,0402010J0AAA8A8,2,0,"Haloperidol 500micrograms/5ml oral solution, Haloperidol 500micrograms/5ml oral suspension",
1405,0402010J0AABBBB,2,0,"Haloperidol 1.5mg/5ml oral suspension, Haloperidol 1.5mg/5ml oral solution",
1406,0402010J0AABDBD,2,0,"Haloperidol 25micrograms/5ml oral suspension, Haloperidol 25micrograms/5ml oral solution",
1407,0402010J0AABGBG,2,0,"Haloperidol 200micrograms/5ml oral suspension, Haloperidol 200micrograms/5ml oral solution",
1408,0402010J0AABJBJ,2,0,"Haloperidol 750micrograms/5ml oral suspension, Haloperidol 750micrograms/5ml oral solution",
1409,0402010J0AABKBK,2,0,"Haloperidol 2.5mg/5ml oral suspension, Haloperidol 2.5mg/5ml oral solution",
1410,0402010K0AAADAD,2,0,"Levomepromazine 6.25mg/5ml oral suspension, Levomepromazine maleate 6.25mg/5ml oral solution",
1411,0402010K0AAAEAE,2,0,"Levomepromazine 12.5mg/5ml oral suspension, Levomepromazine maleate 12.5mg/5ml oral solution",
1412,0402010K0AAAFAF,2,0,"Levomepromazine maleate 25mg/5ml oral solution, Levomepromazine 25mg/5ml oral suspension",
1413,0402010K0AAAGAG,2,0,"Levomepromazine maleate 5mg/5ml oral solution, Levomepromazine 5mg/5ml oral suspension",
1414,0402010K0AAAHAH,2,0,"Levomepromazine maleate 50mg/5ml oral solution, Levomepromazine 50mg/5ml oral suspension",
1415,0402010K0AAAJAJ,2,0,"Levomepromazine 10mg/5ml oral suspension, Levomepromazine maleate 10mg/5ml oral solution",
1416,0402010K0AAAKAK,2,0,"Levomepromazine 4mg/5ml oral suspension, Levomepromazine maleate 4mg/5ml oral solution",
1417,0402010K0AAALAL,1,0,Levomepromazine maleate 2.5mg/5ml oral solution,
1418,0402010K0AAAPAP,1,0,Levomepromazine maleate 6mg/5ml oral solution,
1419,0402010K0AAAQAQ,2,0,"Levomepromazine maleate 3mg/5ml oral solution, Levomepromazine 3mg/5ml oral suspension",
1420,0402010K0AAARAR,1,0,Levomepromazine 2.5mg/5ml oral suspension,
1421,0402010K0AAASAS,1,0,Levomepromazine 62.5mg/5ml oral suspension,
1422,0402010K0AAATAT,1,0,Levomepromazine 1mg capsules,
1423,0402010K0AAAUAU,1,0,Levomepromazine 6mg/5ml oral suspension,
1424,0402010P0AAAGAG,2,0,"Pericyazine 2.5mg/5ml oral suspension, Pericyazine 2.5mg/5ml oral solution",
1425,0402010Q0AAACAC,1,0,Perphenazine 2mg tablets,
1426,0402010Q0AAADAD,1,0,Perphenazine 4mg tablets,
1427,0402010Q0AAAKAK,1,0,Perphenazine 2mg/5ml oral suspension,
1428,0402010Q0AAALAL,1,0,Perphenazine 4mg/5ml oral suspension,
1429,0402010R0AAAGAG,1,0,Pimozide 1.25mg/5ml oral suspension,
1430,0402010R0AAAHAH,1,0,Pimozide 2mg/5ml oral suspension,
1431,0402010S0AAALAL,1,0,Promazine 25mg/5ml oral suspension,
1432,0402010S0AAAMAM,2,0,"Promazine 12.5mg/5ml oral suspension, Promazine 12.5mg/5ml oral solution",
1433,0402010S0AAANAN,1,0,Promazine 50mg/5ml oral suspension,
1434,0402010S0AAAQAQ,2,0,"Promazine 10mg/5ml oral solution, Promazine 10mg/5ml oral suspension",
1435,0402010S0AAARAR,2,0,"Promazine 6.25mg/5ml oral suspension, Promazine 6.25mg/5ml oral solution",
1436,0402010U0AAAMAM,2,0,"Sulpiride 50mg/5ml oral suspension, Sulpiride 50mg/5ml oral solution",
1437,0402010U0AAANAN,2,0,"Sulpiride 200mg/5ml oral suspension, Sulpiride 200mg/5ml oral solution",
1438,0402010U0AAAPAP,2,0,"Sulpiride 100mg/5ml oral suspension, Sulpiride 100mg/5ml oral solution",
1439,0402010U0AAARAR,2,0,"Sulpiride 300mg/5ml oral suspension, Sulpiride 300mg/5ml oral solution",
1440,0402010U0AAASAS,2,0,"Sulpiride 400mg/5ml oral suspension, Sulpiride 400mg/5ml oral solution",
1441,0402010U0AAATAT,2,0,"Sulpiride 25mg/5ml oral suspension, Sulpiride 25mg/5ml oral solution",
1442,0402010U0AAAUAU,2,0,"Sulpiride 150mg/5ml oral suspension, Sulpiride 150mg/5ml oral solution",
1443,0402010U0AAAVAV,2,0,"Sulpiride 250mg/5ml oral suspension, Sulpiride 250mg/5ml oral solution",
1444,0402010U0AAAWAW,2,0,"Sulpiride 70mg/5ml oral suspension, Sulpiride 70mg/5ml oral solution",
1445,0402010U0AAAYAY,2,0,"Sulpiride 500mg/5ml oral suspension, Sulpiride 500mg/5ml oral solution",
1446,0402010U0AAAZAZ,2,0,"Sulpiride 10mg/5ml oral suspension, Sulpiride 10mg/5ml oral solution",
1447,0402010W0AAAEAE,1,0,Thioridazine 10mg tablets,
1448,0402010W0AAAYAY,1,0,Thioridazine 50mg/5ml oral suspension,
1449,0402030K0AAAPAP,1,0,Lithium carbonate 200mg/5ml oral suspension,
1450,0403010B0AAA1A1,1,0,Amitriptyline 75mg/5ml oral solution,
1451,0403010B0AAA2A2,1,0,Amitriptyline 100mg/5ml oral solution,
1452,0403010B0AAA5A5,1,0,Amitriptyline 25mg/5ml oral suspension,
